"chrom","all_pval","ACP267_pval","NotACP267_pval"
"JR843352",2.380855e-05,0.00101819,1.967246e-05
"JR843356",2.004899e-05,0.06164385,2.017937e-05
"JR843357",4.837505e-05,6.120703e-07,5.364582e-05
"JR843369",0.07448846,5.419262e-05,0.07721117
"JR843517",7.536915e-05,1.467671e-05,0.000133128
"JR843539",0.0007266725,1.377111e-06,0.0008028204
"JR843604",4.719782e-05,0.1306625,5.072799e-05
"JR843679",9.483129e-07,6.9192e-05,9.672578e-07
"JR843680",5.265163e-07,0.0624567,5.140317e-07
"JR843681",5.10582e-06,0.1276944,5.700497e-06
"JR843782",6.320254e-05,1.724096e-05,4.671198e-05
"JR843783",2.675252e-06,0.001273363,2.621465e-06
"JR844137",1.46423e-07,0.07598026,1.522225e-07
"JR844139",8.441164e-05,0.03986668,7.780536e-05
"JR844426",9.76766e-06,0.4487325,1.177211e-05
"JR844464",0.06783126,5.740255e-56,0.06783126
"JR844521",3.29297e-11,1.391639e-05,6.881826e-11
"JR844619",8.806238e-08,0.07015016,1.036583e-07
"JR844620",1.718105e-10,0.1073465,2.227674e-10
"JR844621",0.07081478,3.724613e-05,0.07181366
"JR844678",3.590713e-05,0.01284606,3.997442e-05
"JR844698",5.760581e-06,1.734192e-05,4.521855e-06
"JR844711",1.065957e-08,2.256542e-05,1.118804e-08
"JR844716",1.919643e-06,2.034166e-06,1.356153e-06
"JR844733",0.002740717,3.609171e-06,0.00255232
"JR844779",2.468574e-07,0.004946628,3.749652e-07
"JR844780",5.514856e-09,5.099249e-06,6.031537e-09
"JR844897",4.09618e-08,0.01560381,5.218486e-08
"JR844898",8.783682e-08,0.02940491,1.897802e-07
"JR844916",0.04050288,2.347726e-07,0.03957064
"JR844930",2.40084e-06,0.0001862908,2.670345e-06
"JR844965",3.933105e-21,8.979248e-07,9.025304e-22
"JR844966",6.483879e-05,3.730947e-06,4.975099e-05
"JR844969",0.166459,1.876831e-80,0.03082271
"JR844970",0.07015016,4.143359e-82,0.07015016
"JR844971",5.162706e-23,1.009796e-05,5.459878e-23
"JR844972",1.245629e-07,0.03432284,1.776111e-07
"JR844977",0.008285154,1.810041e-05,0.00845021
"JR845032",0.2433946,1.797888e-06,0.2433946
"JR845036",0.000153628,4.209681e-06,0.0001184094
"JR845038",0.2362532,5.592444e-05,0.2362532
"JR845040",0.007009076,9.217107e-07,0.005530897
"JR845069",2.023171e-05,0.01175098,2.015324e-05
"JR845083",0.001685801,2.540769e-08,0.00151856
"JR845084",0.0002153955,1.971038e-05,0.0002141113
"JR845085",1.12882e-09,0.003970511,1.088356e-09
"JR845113",2.683982e-05,0.01065351,2.788332e-05
"JR845114",1.300171e-10,0.01127979,1.244742e-10
"JR845166",0.002216308,1.2573e-07,0.001729232
"JR845191",0.0008656883,5.686986e-05,0.0008111794
"JR845196",7.704734e-05,0.1419053,7.557671e-05
"JR845245",0.0002334069,1.289893e-10,0.0002021809
"JR845329",5.130039e-09,1.193208e-06,5.575916e-09
"JR845330",0.0003443047,3.401378e-10,0.0003054228
"JR845639",3.633386e-06,1.39334e-05,9.028249e-06
"JR845640",5.64767e-05,4.197637e-10,4.880339e-05
"JR845716",0.4772669,6.600885e-06,0.4772669
"JR845766",9.370929e-05,1.066836e-19,4.094663e-05
"JR845809",0.01739395,5.04832e-05,0.01729052
"JR845871",1.103177e-06,0.00124024,1.203824e-06
"JR845929",1.951269e-06,0.1276944,2.289586e-06
"JR845930",2.894868e-06,0.00264863,4.399774e-06
"JR846015",9.385623e-07,0.0001237441,7.162756e-07
"JR846102",0.2362532,9.899331e-06,0.2362532
"JR846149",0.4130655,7.930063e-06,0.4114466
"JR846201",0.06783126,9.044966e-06,0.06783126
"JR846423",5.923598e-07,0.02593837,5.520236e-07
"JR846425",0.04855811,2.100341e-05,0.0407477
"JR846426",0.01114405,1.523725e-05,0.01001588
"JR846593",3.812524e-05,7.504261e-05,4.2512e-05
"JR846733",0.2433946,7.348878e-05,0.2433946
"JR847474",2.339524e-07,0.006732994,2.987276e-07
"JR847529",8.094113e-05,0.184234,7.037744e-05
"JR847837",1.588018e-05,0.0006680244,1.324737e-05
"JR847855",0.000102706,0.001068362,8.645466e-05
"JR847886",0.003223798,2.220943e-05,0.003217701
"JR847891",4.853181e-05,0.1306625,6.085026e-05
"JR847976",5.421819e-07,0.0002711007,5.656984e-07
"JR847986",1.319313e-05,0.03442381,1.470846e-05
"JR847995",8.132949e-05,0.01632565,0.0001320322
"JR848016",1.44776e-10,0.00313907,1.118502e-10
"JR848041",0.1182871,6.723247e-06,0.1164508
"JR848050",0.002407267,2.38689e-28,0.0008967135
"JR848103",4.333437e-06,1.860684e-11,4.088123e-06
"JR848109",1.272956e-08,7.323932e-10,1.210275e-08
"JR848113",5.458807e-08,0.1276944,4.783991e-08
"JR848171",2.767003e-09,6.628451e-05,2.192648e-09
"JR848232",6.233057e-06,2.355459e-09,6.649098e-06
"JR848237",6.801701e-08,3.871759e-09,2.76949e-08
"JR848240",0.04103186,2.043995e-44,0.04138018
"JR848254",0.3628936,6.162483e-10,0.3632484
"JR848257",0.004433869,3.584819e-05,0.004426526
"JR848302",2.456523e-07,0.2777824,2.397454e-07
"JR848338",1.687686e-05,0.0003260476,1.421537e-05
"JR848339",4.73109e-07,6.78387e-07,3.361231e-07
"JR848343",0.05725096,5.255114e-58,0.01695355
"JR848357",1.14026e-10,1.762367e-05,6.373717e-11
"JR848364",6.218101e-12,3.083376e-07,2.555143e-12
"JR848365",4.955546e-05,0.4772669,5.046807e-05
"JR848423",4.711576e-06,0.06783126,4.444067e-06
"JR848443",5.184118e-06,0.03073619,5.0073e-06
"JR848477",3.274196e-15,0.1074901,4.138877e-15
"JR848484",1.939387e-08,0.05804198,2.920939e-08
"JR848535",1.628403e-08,2.718456e-13,4.033959e-09
"JR848569",1.048401e-08,0.0007358215,9.50363e-09
"JR848572",0.08514107,8.880614e-08,0.07900737
"JR848590",3.347821e-05,4.3149e-05,3.987487e-05
"JR848613",1.209132e-05,0.1101864,1.165153e-05
"JR848630",2.982071e-09,3.933938e-05,2.881937e-09
"JR848676",7.415553e-05,0.1316483,8.344064e-05
"JR848704",1.933289e-07,0.0002670233,1.967184e-07
"JR848727",3.998178e-05,0.2433946,4.125932e-05
"JR848805",0.02043089,3.783509e-06,0.01968648
"JR848914",1.548408e-07,0.1306625,2.326765e-07
"JR848924",2.8123e-08,0.01216541,2.114169e-08
"JR848930",0.001276346,1.74439e-07,0.001792479
"JR848960",0.02772652,8.64358e-61,0.002632339
"JR848971",5.378512e-05,0.03733306,5.40397e-05
"JR848988",0.2433946,4.552653e-34,0.2433946
"JR849029",0.2175472,9.311419e-06,0.2175472
"JR849041",2.14351e-10,0.1527615,2.192754e-10
"JR849042",2.872666e-05,0.003089628,2.666693e-05
"JR849098",0.03344971,7.637437e-05,0.03361138
"JR849195",2.155429e-06,0.1854787,2.072832e-06
"JR849220",3.095018e-10,0.05204833,3.558573e-10
"JR849264",2.161494e-08,0.1276944,2.705767e-08
"JR849279",0.0001675599,1.881637e-06,0.0001864837
"JR849324",3.557047e-06,0.004090336,3.612585e-06
"JR849325",5.477179e-09,0.04449029,4.185715e-09
"JR849345",0.2433946,9.909112e-06,0.2433946
"JR849350",2.670286e-12,0.0591795,3.163247e-12
"JR849369",0.003149888,6.926926e-10,0.003688281
"JR849374",0.0004427287,2.510303e-06,0.0004042533
"JR849393",2.489694e-06,4.736316e-06,2.510303e-06
"JR849416",3.243517e-06,0.006899248,3.117741e-06
"JR849482",2.990294e-09,2.646676e-10,5.77292e-10
"JR849492",3.974162e-07,1.568095e-07,3.743647e-07
"JR849499",3.549134e-05,0.001624492,3.476148e-05
"JR849553",0.2433946,3.919801e-53,0.2433946
"JR849565",7.665659e-08,0.09779192,8.055271e-08
"JR849644",8.385272e-05,0.06829312,7.553018e-05
"JR849711",0.4772669,1.806295e-08,0.4772669
"JR849744",1.511675e-06,0.2001006,1.696488e-06
"JR849802",6.039962e-06,0.00119282,4.749307e-06
"JR849805",2.279721e-06,0.0177486,3.00724e-06
"JR849892",1.544076e-11,0.04622103,2.776023e-11
"JR849926",1.669425e-12,0.1100488,1.938874e-12
"JR849933",3.712613e-12,1.028695e-05,1.71769e-12
"JR849974",1.27093e-07,4.750199e-06,8.344069e-08
"JR850000",4.101745e-06,0.2433946,2.818565e-06
"JR850032",0.01165295,7.08167e-17,0.008496252
"JR850039",3.985948e-05,0.01092758,4.123109e-05
"JR850120",4.023064e-05,0.02137825,4.600404e-05
"JR850174",0.02713255,3.107456e-09,0.02026277
"JR850204",5.204195e-06,0.0003061255,4.360997e-06
"JR850330",4.508518e-07,9.888752e-06,2.318238e-07
"JR850336",2.258424e-05,7.268663e-06,2.082135e-05
"JR850355",1.088016e-08,0.002608983,1.007395e-08
"JR850372",1.20028e-05,0.06569301,1.183765e-05
"JR850390",1.486759e-05,4.017056e-06,1.264735e-05
"JR850411",3.448082e-06,0.0432028,3.248634e-06
"JR850503",0.2187694,1.607629e-05,0.2158786
"JR850593",0.01820312,3.594048e-05,0.0165081
"JR850647",1.239712e-05,0.03083601,1.191742e-05
"JR850677",4.291616e-12,4.402259e-05,1.135034e-11
"JR850830",4.654606e-07,0.01565408,4.086066e-07
"JR850885",2.36503e-06,3.719616e-10,2.832251e-06
"JR850910",1.616969e-08,0.1530192,1.824012e-08
"JR850912",0.001546203,6.303092e-06,0.001432216
"JR850927",2.180721e-16,0.01810469,2.913719e-15
"JR850939",0.2433946,2.999025e-35,0.2433946
"JR850963",0.1189211,7.353724e-05,0.1158942
"JR850964",1.829362e-05,0.006826804,2.825046e-05
"JR851003",4.029742e-08,0.002238692,5.003386e-08
"JR851082",2.659565e-08,0.0008657162,1.505708e-08
"JR851090",3.33808e-10,0.0003258012,2.508516e-10
"JR851111",1.761464e-05,0.06038529,2.330005e-05
"JR851128",0.05605021,1.634904e-08,0.05389861
"JR851207",0.0007657104,4.088399e-21,0.0003562936
"JR851250",0.1276944,1.514142e-83,0.1276944
"JR851341",0.03311897,3.238119e-05,0.02994424
"JR851367",1.290384e-06,3.907814e-07,1.266749e-06
"JR851407",1.373575e-06,0.08500433,1.431741e-06
"JR851410",0.003118037,5.433882e-08,0.002623063
"JR851460",1.055131e-05,0.2466159,9.980456e-06
"JR851533",8.052122e-11,6.81959e-09,3.364854e-11
"JR851613",1.852396e-13,0.001606708,2.830067e-13
"JR851683",5.992364e-05,0.06724055,8.450628e-05
"JR851715",1.476329e-07,0.0001435408,1.700394e-07
"JR851750",0.06783126,4.880842e-08,0.06783126
"JR851786",1.220341e-05,0.0009770497,1.077777e-05
"JR851943",1.865293e-05,0.1092102,2.10659e-05
"JR851970",7.261459e-07,4.269656e-07,5.73049e-07
"JR852008",8.658558e-05,0.01885991,8.3481e-05
"JR852029",0.0005977374,1.903313e-60,3.92799e-06
"JR852066",6.942951e-06,0.006862975,6.600885e-06
"JR852186",0.1221808,3.70283e-55,0.1221808
"JR852189",4.853027e-07,0.03866417,5.264011e-07
"JR852261",5.335593e-08,9.188688e-06,4.652832e-08
"JR852309",3.663311e-05,0.05097723,5.723711e-05
"JR852500",0.01132097,5.842708e-05,0.0116112
"JR852539",0.0804996,8.546522e-05,0.07343301
"JR852540",0.0002152301,1.729976e-05,0.0001570985
"JR852593",0.003975124,8.530382e-54,0.0002186927
"JR852622",0.01334122,6.328064e-06,0.01415226
"JR852631",0.2211373,1.902696e-05,0.2145499
"JR852659",0.004236492,2.802865e-06,0.003784189
"JR852700",1.297518e-06,0.002311655,8.648316e-07
"JR852827",0.4772669,4.293524e-05,0.4772669
"JR852874",2.627978e-05,0.01002676,2.754666e-05
"JR852905",8.362679e-06,0.04125084,7.192995e-06
"JR852915",3.758638e-11,5.471848e-05,4.034632e-11
"JR852978",0.288,6.526588e-57,0.1604259
"JR853029",7.745562e-07,5.935024e-09,4.142093e-07
"JR853047",0.2433946,1.315461e-52,0.1395047
"JR853057",2.884581e-05,0.0005968699,3.461693e-05
"JR853113",0.1613776,7.77119e-06,0.1559113
"JR853151",1.225399e-05,0.003162899,1.144876e-05
"JR853183",0.2433946,5.387033e-68,0.2433946
"JR853259",2.106078e-06,4.989659e-05,2.465149e-06
"JR853292",2.434476e-05,0.001041346,2.086977e-05
"JR853327",9.213933e-07,0.002825574,1.185377e-06
"JR853358",0.1220591,3.030313e-16,0.1170309
"JR853460",0.0005491427,1.712469e-06,0.0005329476
"JR853484",3.226503e-05,0.08160124,3.045545e-05
"JR853511",2.415611e-05,0.02313928,2.387529e-05
"JR853523",0.0003574833,1.695464e-05,0.0003414334
"JR853537",7.540949e-05,2.250369e-05,8.283677e-05
"JR853632",0.4379137,4.519329e-06,0.434764
"JR853741",2.411989e-08,3.793117e-06,2.102717e-08
"JR853768",5.330102e-05,1.207319e-07,5.741383e-05
"JR853780",3.483241e-10,0.04422781,3.123581e-10
"JR853981",3.527389e-07,0.1276944,3.454568e-07
"JR854066",6.135525e-10,0.0002209412,5.694956e-10
"JR854385",7.321685e-05,0.1276944,0.000107842
"JR854446",8.090317e-05,0.1205191,7.299476e-05
"JR854600",2.168693e-06,5.271865e-13,4.496948e-07
"JR854608",0.1658061,5.857947e-05,0.1647819
"JR854673",1.124465e-07,0.002142519,1.355953e-07
"JR854708",0.0001742517,4.394509e-05,0.0002364897
"JR854849",6.321747e-09,0.1398042,9.668812e-09
"JR854873",0.003866702,4.53352e-13,0.00282485
"JR854896",1.282151e-05,0.2433946,1.623675e-05
"JR855048",0.09088733,5.268364e-06,0.09004764
"JR855102",6.762044e-06,0.0002067062,6.249462e-06
"JR855142",0.1123224,2.914078e-09,0.1016198
"JR855253",7.424675e-08,2.281179e-07,1.120428e-07
"JR855258",2.540769e-08,0.01454368,3.760686e-08
"JR855505",0.003512466,9.843497e-07,0.00296065
"JR855522",7.180069e-05,0.0003375591,6.696298e-05
"JR855665",2.813321e-09,8.222543e-11,8.390232e-10
"JR855685",7.141707e-06,0.002696256,6.649571e-06
"JR855777",1.836446e-08,0.1276944,4.588792e-08
"JR856018",7.135482e-06,0.1276944,6.822607e-06
"JR856265",2.096962e-11,0.002764395,1.789268e-11
"JR856302",0.2433946,7.675604e-07,0.2433946
"JR856371",6.333119e-08,0.2481806,5.310193e-08
"JR856401",0.08090211,2.20978e-05,0.07768317
"JR856461",6.383209e-05,0.0001969909,5.518212e-05
"JR856502",9.698767e-06,7.490341e-08,1.396118e-05
"JR856565",0.001945909,9.499215e-08,0.002446968
"JR856598",5.57375e-08,1.380107e-07,3.123084e-08
"JR856655",1.650536e-05,0.01678791,1.736925e-05
"JR856670",1.662193e-06,0.2341928,1.709237e-06
"JR856724",9.732087e-15,0.1081068,9.732087e-15
"JR856785",0.1339199,3.271016e-13,0.1312563
"JR856833",0.0006616811,8.283677e-05,0.0005294779
"JR856966",2.711615e-06,5.51728e-14,8.888022e-07
"JR857163",1.136751e-05,0.003678292,9.1287e-06
"JR857191",3.748504e-07,0.04788192,3.929013e-07
"JR857270",0.002463371,7.548439e-06,0.00245708
"JR857462",0.001112011,5.851759e-05,0.001006319
"JR857743",0.1158964,9.525445e-07,0.112054
"JR857774",1.271339e-05,0.005685382,1.429057e-05
"JR858006",2.49349e-07,0.01496989,2.214864e-07
"JR858019",0.0001065553,6.617697e-07,8.462475e-05
"JR858143",2.457485e-05,0.01200987,2.682035e-05
"JR858242",1.624235e-07,0.0001285327,1.978595e-07
"JR858254",1.283602e-07,1.288572e-05,1.159326e-07
"JR858348",2.288916e-08,4.894123e-06,1.098507e-08
"JR858773",0.0003725889,8.364655e-07,0.0002800982
"JR858824",9.333885e-07,6.296056e-14,3.694388e-07
"JR858887",1.355584e-05,0.2433946,1.604719e-05
"JR858906",8.478756e-05,0.02510503,7.779032e-05
"JR859443",0.008012298,1.841728e-09,0.007106701
"JR859493",0.1276944,2.05285e-91,0.1276944
"JR859547",1.301419e-07,0.002780488,1.820352e-07
"JR859675",1.453945e-13,9.564367e-05,1.177683e-13
"JR859874",0.009762021,1.695464e-05,0.01032109
"JR860170",0.03218207,1.522703e-05,0.03187578
"JR860171",1.338246e-05,5.59732e-08,9.262873e-06
"JR860211",1.100688e-08,1.270765e-13,1.70004e-09
"JR861056",5.723781e-06,2.307693e-09,2.904645e-06
"JR861928",1.725015e-08,7.601302e-06,1.711786e-08
"JR862095",1.300754e-06,0.0003169393,2.630367e-06
"JR862602",2.173238e-15,0.02285523,1.733365e-15
"JR862620",1.198557e-05,0.02044065,1.288266e-05
"JR862984",3.26821e-05,3.019356e-06,3.624424e-05
"JR863330",0.0004735634,2.852142e-08,0.0005904863
